ID,Original_ID,Input_rho_s,Input_rho_l,Input_cp_s,Input_cl_l,Input_k_s,Input_k_l,Input_Lf,Input_wt,Input_Tm,Input_dT,Output_Tout,Output_LiquidFrac,Time_Cost_s,TimeSeries_File,Original_TimeSeries_File,Status,Output_TotalEnergy_MJ
11,14,872.5588560368159,836.3878561923185,1951.2259887884504,2591.201430241458,0.2383385692638519,0.1515073744197898,242.65664443281256,0.2349059132759748,20.86230792475273,6.97485725217253,33.97232082662924,0.8731341521758018,65.64744472503662,ts_0011.npz,ts_0014_20260211_141924.npz,Success,398.2572989555993
12,16,931.1611827176256,790.6056519921806,2339.258882368081,2544.765296019412,0.2486165592010375,0.1614901513215419,217.770594689176,0.1285945085518547,21.09599106523297,5.148715385722317,34.08175400154829,0.9850522197425348,59.528770446777344,ts_0012.npz,ts_0016_20260211_142237.npz,Success,378.45319391284687
13,17,904.415172766197,798.2986475653065,2064.8629862870644,2588.015534278259,0.2141978823720904,0.1714089293870466,225.52096419390296,0.2448896367712604,21.764284039976665,6.203299802040302,33.886118155884446,0.7114559747317674,60.3163058757782,ts_0013.npz,ts_0017_20260211_142337.npz,Success,420.01227549442604
14,20,849.5344867222252,788.4475323701093,2335.8137121806085,2383.191774883302,0.2144433628867784,0.1974206341843102,211.44875797495305,0.1354962175134154,22.622094808427583,5.554060579184476,33.98838877309015,0.8347491147515331,96.64723324775696,ts_0014.npz,ts_0020_20260211_142854.npz,Success,393.628954894468
15,22,935.8781779301594,808.511401411531,1898.464750668517,2486.4561011391693,0.2071709929904921,0.1509611841783405,230.7535024334053,0.1612030272821213,20.927348647213865,6.698252033398553,34.05400988117702,0.9656535682438364,49.98227071762085,ts_0015.npz,ts_0022_20260211_143238.npz,Success,380.7801223400235
16,23,935.6443574928,820.6321992158427,2385.1696972922723,2427.0615180829263,0.2481498551105623,0.1912453689649091,208.8865765748828,0.2307192642342269,22.01313257790052,4.710085821790404,33.88455185967564,0.6927769763406735,50.895567417144775,ts_0016.npz,ts_0023_20260211_143328.npz,Success,422.3508409565417
17,27,938.0078820490752,780.4201185156925,2338.558432321362,2528.908955671278,0.2388360565437207,0.1503262559822859,210.5862566444854,0.1696560083504842,21.20855220659094,4.463936939874484,33.99853859755393,0.9216886980890828,48.97035813331604,ts_0017.npz,ts_0027_20260211_144039.npz,Success,394.22015052317977
18,28,936.8419085772384,838.4716188731645,1824.659525935844,2308.41536106416,0.2450413750032706,0.1817989876565783,241.0850764421189,0.1310501716006259,23.05086238388848,4.485576978990121,33.96175763987378,0.7635187916611744,51.26804542541504,ts_0018.npz,ts_0028_20260211_144128.npz,Success,395.9620582829823
19,29,853.4700686588777,770.065922345415,2006.4352570541791,2517.156427577684,0.245603838474337,0.1676243400629329,209.9047821897032,0.1684193683363081,22.20177322160872,6.400892685624331,33.96436430711884,0.8170314173245782,48.74640440940857,ts_0019.npz,ts_0029_20260211_144219.npz,Success,401.2879232611083
20,30,880.7267616909447,782.6618882499195,2192.823593849806,2217.6355259149764,0.2423008577212193,0.1779341639831807,222.44689864932428,0.1561617527445175,20.0973052713815,6.242752559500639,34.19714630855725,0.99593824232293,50.875079870224,ts_0020.npz,ts_0030_20260211_144308.npz,Success,340.88336352606996
21,31,878.8161567687732,785.6419676261519,2297.2492512177146,2401.522806346496,0.2301169030734485,0.1638800369550559,159.65591706102364,0.1778452183353705,24.298581161067524,5.12404813251437,34.03041725902517,0.6560260380358421,48.70327925682068,ts_0021.npz,ts_0031_20260211_144359.npz,Success,364.70104842853914
22,32,871.3964715483579,759.5439798812926,1995.962659679976,2326.835711797006,0.2330748992727754,0.1499037509372472,208.8322007367004,0.131928191745459,20.8192730006881,5.213559224056832,34.142462325894314,0.9906802351469004,48.97516942024231,ts_0022.npz,ts_0032_20260211_144447.npz,Success,362.49651788670144
23,33,919.6434519820192,793.4918574247051,2103.602012549455,2396.4415709002583,0.2076267338262369,0.174030022574212,151.96107659514624,0.1968808223792679,24.998171809282567,5.32127442099245,34.05160390960208,0.569859631948511,48.77114987373352,ts_0023.npz,ts_0033_20260211_144536.npz,Success,353.61752359455255
24,34,894.5540429970561,758.3341545977695,2099.794319904987,2171.1149131873885,0.2474473248804448,0.1664998107450082,199.74017392632555,0.147476875362793,22.24031044390797,4.925629014349564,33.99420178644812,0.8621009072298823,50.68154239654541,ts_0024.npz,ts_0034_20260211_144625.npz,Success,395.1156850762903
25,38,899.769340252654,758.1565712685777,2094.7258675817184,2241.1594802623026,0.2288046807799893,0.1562990623501701,169.23715259380663,0.1444595697701841,21.42933315627603,5.536145710234138,34.10366041882156,0.9814520597579444,49.50315022468567,ts_0025.npz,ts_0038_20260211_145335.npz,Success,367.94493290778513
26,39,918.3833713739596,842.0407702722628,2223.524528014916,2426.437480739698,0.2291093548422097,0.1567293735619722,217.1298435305632,0.1498532900367578,23.233203817939312,3.684800016910413,33.970636738166206,0.7326328261916346,51.10130333900452,ts_0026.npz,ts_0039_20260211_145425.npz,Success,388.95819248182914
27,40,809.9357317048756,756.442113590252,2306.9946142850185,2447.1717806378724,0.2186826684507716,0.1836612531538268,188.38692255733667,0.1944980051660761,24.532974973451115,6.614899241591136,33.99200631437725,0.5673179699742672,48.963900327682495,ts_0027.npz,ts_0040_20260211_145516.npz,Success,376.1037885529209
28,41,836.5931451278187,834.0667663950616,1946.3413576621767,2279.929622518056,0.2216801466291277,0.1697633366535699,168.11981180825777,0.179816867161373,23.695781722846945,4.773751039106682,34.01084661903809,0.7051847863991869,47.9861147403717,ts_0028.npz,ts_0041_20260211_145605.npz,Success,373.804627650681
29,42,921.1483057758998,844.5620552036843,2350.5555892824154,2456.765488946756,0.2089670023017112,0.1708644517942288,232.75341516341155,0.1038694041072191,22.39040060267554,3.5256044406118447,34.0496576930916,0.9370914887922396,49.03372669219971,ts_0029.npz,ts_0042_20260211_145653.npz,Success,364.55192491876926
30,43,936.3011766861096,818.631134078282,2180.1208607753188,2463.238892849191,0.2283129102940067,0.1923816729625022,157.57099806312436,0.1594474122715064,20.69866019772701,5.419776038336284,34.17937496639007,0.9931922464993602,50.5639877319336,ts_0030.npz,ts_0043_20260211_145742.npz,Success,345.17909614245025
31,44,818.1902154368001,792.3901864715706,2210.73092252735,2436.2563298854416,0.2098162630950343,0.1562910324641213,154.79883368218526,0.1207008931174672,22.40734150499941,5.787997621050186,34.10462085865316,0.9585890497033642,52.9798469543457,ts_0031.npz,ts_0044_20260211_145833.npz,Success,361.75043833271076
32,47,887.3741701819156,765.2821509127883,2276.84267256398,2402.265172495674,0.2275501134851197,0.1550415420608597,222.15346508049527,0.1771985227086291,21.4135185475739,6.030163489230624,33.97589628539521,0.8810128328111889,49.2356424331665,ts_0032.npz,ts_0047_20260211_150342.npz,Success,400.94953649896377
33,48,927.2921742153897,751.0971082930795,2378.0276085143614,2573.8392567914943,0.2490853280308778,0.1653356409280598,218.1941433415942,0.2155178144593234,21.53341217802861,5.544074922665885,33.92706258132404,0.7979059409082042,49.05538487434387,ts_0033.npz,ts_0048_20260211_150431.npz,Success,409.8609015885548
34,49,834.6365296300125,823.6448282282329,1911.2621188920727,2155.6071230706684,0.2110593319686398,0.1473343062589308,156.12533906058675,0.1689569230181876,20.714882242491075,6.751365268434987,34.184793043876994,0.9923366357045098,49.04412603378296,ts_0034.npz,ts_0049_20260211_150520.npz,Success,341.67823847089784
35,50,862.7760197934462,806.2260949047393,2186.660348286094,2367.889093332716,0.2090527284393794,0.1842036477332511,226.8869106996023,0.1108006229596753,20.26356973053459,6.689235950595748,34.211765359210915,0.9970448975599132,49.28870940208435,ts_0035.npz,ts_0050_20260211_150609.npz,Success,334.12781821817345
